car_name,brand,car_model,registration,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota Corolla 90. 1990,Toyota,Corolla,1993,1990,Automatic,Saloon,"CNG, Octane",1331,99000,301600
Toyota Vitz 2010,Toyota,Vitz,2012,2010,Automatic,Hatchback,Octane,1000,65000,835200
Toyota Corolla g 2005,Toyota,Corolla,2009,2005,Automatic,Saloon,"CNG, Octane",1500,69000,1030000
Mitsubishi Galant 2005,Mitsubishi,Galant,2005,2005,Automatic,Saloon,"CNG, Octane",2500,99000,638000
Toyota Corolla X 2003,Toyota,Corolla,2006,2003,Automatic,Saloon,"CNG, Octane",1500,92000,974400
Honda Vezel Hybrid Z Package 2018,Honda,Vezel,2022,2018,Automatic,SUV / 4x4,"Hybrid, Octane",1500,41206,3150000
Toyota Vitz . 2001,Toyota,Vitz,2006,2001,Automatic,Hatchback,Petrol,1000,50000,550000
Toyota Premio F 2016,Toyota,Premio,2021,2016,Automatic,Saloon,Octane,1500,38000,3054000
Toyota Harrier 2017,Toyota,Harrier,2020,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,46611,8062000
Toyota Premio F 2006,Toyota,Premio,2012,2006,Automatic,Saloon,Octane,1500,115000,1555000
Toyota Allion G Ltd. 2008,Toyota,Allion,2013,2008,Automatic,Saloon,"CNG, Octane",1500,84233,1970000
Toyota Premio F-EX 2017,Toyota,Premio,2018,2017,Automatic,Saloon,"CNG, Octane",1500,72000,3444000
Toyota Corolla 2003,Toyota,Corolla,2010,2008,Automatic,Saloon,"CNG, Octane",1500,49560,1020800
Toyota Fielder 2012,Toyota,Fielder,2015,2012,Automatic,Estate,Octane,1500,52800,1578760
Toyota Allion G 2009,Toyota,Allion,2014,2009,Automatic,Saloon,"CNG, Octane",1500,59280,1885000
Honda Vezel 2014,Honda,Vezel,2016,2014,Automatic,SUV / 4x4,Octane,1500,6170,2118800
Toyota Premio EX 2010,Toyota,Premio,2012,2010,Automatic,Saloon,"Octane, LPG",1500,48000,2180800
Toyota Prado 2012,Toyota,Prado,2016,2012,Automatic,SUV / 4x4,Octane,2700,31000,7900000
Toyota Axio X 2015,Toyota,Axio,2016,2015,Automatic,Saloon,Octane,1500,77792,2088000
Toyota Spacio Sunroof & Moonroof 2001,Toyota,Spacio,2003,2001,Automatic,Hatchback,"CNG, Octane",1500,65236,1073000
Toyota Fielder X 2004,Toyota,Fielder,2007,2004,Automatic,Estate,"CNG, Octane",1500,65000,1218000
Toyota Hiace 2011,Toyota,Hiace,2013,2011,Automatic,MPV,"CNG, Octane",1500,64000,2494000
Toyota Premio FL 2014,Toyota,Premio,2018,2014,Automatic,Saloon,"CNG, Octane",1500,57842,2754800
Toyota Allion A15 G+ 2010,Toyota,Allion,2014,2010,Automatic,Saloon,"CNG, Octane",1500,55060,2024200
Toyota Premio FL 2018,Toyota,Premio,2019,2018,Automatic,Saloon,Petrol,1500,65000,3770000
Toyota Aqua 2012,Toyota,Aqua,2015,2012,Automatic,Hatchback,Hybrid,1500,29950,1305000
Toyota Prado 2012,Toyota,Prado,2014,2012,Automatic,SUV / 4x4,"CNG, Octane",2700,41000,7840000
Toyota Fielder WXB 2016,Toyota,Fielder,2018,2016,Automatic,Estate,Hybrid,1500,77000,2528800
Toyota Vitz G 2011,Toyota,Vitz,2013,2011,Automatic,Hatchback,"Octane, LPG",1300,57580,1270200
Toyota Axio Hybrid New Shape 2015,Toyota,Axio,2021,2015,Automatic,Saloon,"Hybrid, Octane",1500,48730,1870000
Honda Vezel Non Hybrid 2014,Honda,Vezel,2019,2014,Automatic,SUV / 4x4,Octane,1500,49000,2285000
Toyota Corolla G GRAED 2006,Toyota,Corolla,2010,2006,Automatic,Saloon,"CNG, Octane",1500,66314,1340000
Toyota Yaris good condition car 2006,Toyota,Yaris,2007,2006,Automatic,Saloon,"CNG, Octane",1300,69000,875000
Honda CR-V EX 2021,Honda,CR-V,2022,2021,Automatic,SUV / 4x4,Octane,1500,325,6948400
Toyota Prado black colour 2017,Toyota,Prado,2023,2017,Automatic,SUV / 4x4,Octane,2700,42000,13500000
Honda Vezel COLOR GREEN 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,47582,1895000
Honda Civic FC1 2018,Honda,Civic,2019,2018,Automatic,Saloon,Octane,1500,36764,3850000
Toyota Axio Hybrid New Shape 2015,Toyota,Axio,2021,2015,Automatic,Saloon,"Hybrid, Octane",1500,48730,1870000
Audi Q5 Quottro 2011,Audi,Q5,2015,2012,Automatic,SUV / 4x4,"Petrol, Octane",2000,90000,6380000
Toyota Noah KR 42 GL 2004,Toyota,Noah,2006,2004,Automatic,MPV,"CNG, Octane",1800,112000,1003400
Toyota Corolla Se Limited 1992,Toyota,Corolla,1997,1992,Automatic,Saloon,"CNG, Octane",1500,293000,417600
Toyota Premio F 2016,Toyota,Premio,2020,2016,Automatic,Saloon,"CNG, Octane",1500,76000,3076000
Toyota TownAce Ambulance 2012,Toyota,TownAce,2018,2012,Automatic,MPV,"Petrol, Octane",1500,215000,870000
Honda City 2016,Honda,City,2017,2016,Automatic,Saloon,Octane,1500,54032,2082200
BMW X5 2017,BMW,X5,2017,2017,Automatic,SUV / 4x4,Octane,2000,39240,12000000
Toyota Hiace 2017,Toyota,Hiace,2019,2017,Automatic,MPV,Octane,2000,33000,3920800
Mazda Axela 2016,Mazda,Axela,2017,2016,Automatic,Saloon,Hybrid,1500,68000,2610000
Toyota Hiace GL 2016,Toyota,Hiace,2017,2016,Automatic,MPV,"Petrol, Octane",2000,35640,3306000
Toyota Premio F 2010,Toyota,Premio,2014,2010,Automatic,Saloon,"CNG, Octane",1500,67000,2180000
Nissan Sunny 2004,Nissan,Sunny,2006,2004,Automatic,Saloon,"Octane, CNG",1300,80000,614800
Toyota Premio FL-HID. 2011,Toyota,Premio,2019,2016,Automatic,Saloon,Octane,1500,68289,3198200
Toyota Allion A15 2009,Toyota,Allion,2011,2009,Automatic,Saloon,"Petrol, CNG",1500,75000,1966200
Mitsubishi GLX 2006,Mitsubishi,GLX,2008,2006,Automatic,Saloon,Octane,1500,64000,870000
Honda Vezel S 2015,Honda,Vezel,2017,2015,Automatic,SUV / 4x4,Octane,1500,43135,2581000
Daihatsu Rocky 1989,Daihatsu,Rocky,1991,1989,Manual,SUV,Diesel,2600,61000,203000
Toyota Premio F 2016,Toyota,Premio,2021,2016,Automatic,Saloon,Octane,1500,76000,3076000
Toyota Corolla Se Salon 2000,Toyota,Corolla,2006,2000,Automatic,Saloon,"CNG, Octane",1500,74500,890200
Nissan X-Trail 2016,Nissan,X-Trail,2018,2016,Automatic,SUV / 4x4,Hybrid,2000,30000,4547200
Nissan X-Trail 2011,Nissan,X-Trail,2013,2011,Automatic,SUV / 4x4,Octane,2000,52436,2621600
Nissan Bluebird . 2006,Nissan,Bluebird,2009,2006,Automatic,Saloon,"CNG, Octane",1500,76000,1070000
Toyota Camry 2014,Toyota,Camry,2017,2014,Automatic,Saloon,"Hybrid, Octane",2500,20000,4988000
Toyota Noah 2002,Toyota,Noah,2004,2002,Automatic,MPV,"Petrol, CNG",1800,60000,1136800
Honda Grace2017,Honda,Grace,2018,2017,Automatic,Saloon,"Hybrid, Octane",1500,23000,2842000
Toyota Starlet 1994,Toyota,Starlet,1997,1994,Manual,Hatchback,Octane,1300,179724,348000
Toyota Hiace 2015,Toyota,Hiace,2017,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,45677,2550840
Toyota Allion A-15 G Limited 2012,Toyota,Allion,2017,2012,Automatic,Saloon,Octane,1500,38000,2430000
Mitsubishi Pajero 1998,Mitsubishi,Pajero,2002,1998,Manual,SUV / 4x4,CNG,2350,750000,1113600
Hyundai Sonata 2010,Hyundai,Sonata,2012,2010,Automatic,Saloon,Octane,2000,76000,2146000
Toyota Axio G 2007,Toyota,Axio,2010,2007,Automatic,Saloon,"CNG, Octane",1500,85000,1264400
Toyota Fielder fresh G Edition 2001,Toyota,Fielder,2006,2001,Automatic,Estate,"CNG, Octane",1500,79250,910600
Toyota Axio 2014,Toyota,Axio,2016,2014,Automatic,Saloon,"CNG, Octane",1500,58000,1380400
Toyota C-HR G Led 2017,Toyota,C-HR,2020,2017,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,21963,3654000
Toyota Noah Esquire Gi 2016,Toyota,Noah,2020,2016,Automatic,MPV,"Hybrid, Octane",1800,47137,2695000
Toyota Axio Fielder G 2013,Toyota,Axio,2016,2013,Automatic,Estate,"CNG, Octane",1500,47900,1722600
Suzuki Alto ZEN 2003,Suzuki,Alto,2005,2003,Manual,Hatchback,"CNG, Octane",1000,200,261000
Toyota Corolla G 2003,Toyota,Corolla,2004,2003,Automatic,Saloon,"CNG, Octane",1500,104500,1044000
Toyota Vitz rx 2011,Toyota,Vitz,2013,2011,Automatic,Hatchback,Octane,1320,32432,1577600
Toyota Sienta G 2016,Toyota,Sienta,2020,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,34126,2470800
Toyota Premio FL package 2008,Toyota,Premio,2012,2008,Automatic,Saloon,Octane,1500,155000,2000000
Toyota Premio FL 2017,Toyota,Premio,2018,2017,Automatic,Saloon,"Petrol, Octane",1500,24000,3384400
Toyota Land Cruiser PRADO TX 2005,Toyota,Land Cruiser,2006,2005,Automatic,SUV / 4x4,Octane,2700,65311,4050000
Hyundai Tucson 2010,Hyundai,Tucson,2012,2010,Automatic,SUV / 4x4,Octane,2000,62000,1914000
Toyota Allion G package Octane 2014,Toyota,Allion,2017,2014,Automatic,Saloon,Octane,1500,39000,2670000
BMW 7 Series 730Li Long Wheelbase 2005,BMW,7 Series,2005,2005,Automatic,Saloon,Octane,3000,57344,4430000
Suzuki Alto ZEN 2003,Suzuki,Alto,2005,2003,Manual,Hatchback,"CNG, Octane",1000,200,261000
Toyota Carina 1991,Toyota,Carina,1999,1991,Automatic,Saloon,CNG,1500,60720,232000
Toyota Corolla G GRAED 2006,Toyota,Corolla,2010,2006,Automatic,Saloon,"CNG, Octane",1500,66311,1340000
Toyota Aqua X urban 2015,Toyota,Aqua,2017,2015,Automatic,Hatchback,Hybrid,1500,66000,1716800
Toyota Allion G 2018,Toyota,Allion,2020,2018,Automatic,Saloon,"Petrol, Octane",1500,40300,3456800
Toyota Allion A-15 G Limited 2012,Toyota,Allion,2017,2012,Automatic,Saloon,Octane,1500,38000,2430000
Toyota Premio F 2006,Toyota,Premio,2017,2017,Automatic,Saloon,"CNG, Octane",1500,26000,3566000
Honda CR-V Ex 2018,Honda,CR-V,2020,2018,Automatic,SUV / 4x4,Octane,1500,10739,6322000
Toyota Hiace GL 2015,Toyota,Hiace,2018,2015,Automatic,MPV,"Petrol, Octane",2000,67000,3456800
Toyota Axio X 2015,Toyota,Axio,2018,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,46332,1809600
Toyota Noah GL 2003,Toyota,Noah,2007,2003,Automatic,MPV,"CNG, Octane",1800,65000,1102000
Toyota Corolla XE-Saloon 1999,Toyota,Corolla,2002,1999,Automatic,Saloon,"CNG, Octane",1500,72458,736600
Toyota Axio G 2015,Toyota,Axio,2019,2015,Automatic,Saloon,"Petrol, Octane",1500,26014,2204000
Toyota Probox Succeed GL 2004,Toyota,Probox,2006,2004,Automatic,Estate,"Petrol, CNG, Octane",1500,93000,742400
Toyota Hiace DX 2016,Toyota,Hiace,2017,2016,Automatic,MPV,Petrol,2000,59000,2691200
Toyota Premio F 2017,Toyota,Premio,2018,2017,Automatic,Saloon,"Petrol, Octane",1500,29000,3242200
Toyota Starlet r 1995,Toyota,Starlet,1999,1993,Automatic,Hatchback,Octane,1500,143220,522000
BMW X7 XDrive 40i 2022,BMW,X7,2023,2022,Automatic,SUV / 4x4,Octane,3000,5558,33500000
Toyota Corolla 110 2000,Toyota,Corolla,2002,2000,Automatic,Saloon,"CNG, Octane",1500,95000,783000
Toyota Allion A15 2014,Toyota,Allion,2016,2014,Automatic,Saloon,Octane,1500,48452,2430200
Mitsubishi Lancer . 2006,Mitsubishi,Lancer,2007,2006,Automatic,Saloon,Octane,1600,100050,720000
Nissan X-Trail 2017,Nissan,X-Trail,2020,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,58500,4964800
Toyota Corolla G 2002,Toyota,Corolla,2007,2002,Automatic,Saloon,"CNG, Octane",1500,85749,1073000
Toyota Premio F 2006,Toyota,Premio,2011,2006,Automatic,Saloon,"CNG, Octane",1500,95000,1585000
Honda Civic LEATHER SENSING 4 2018,Honda,Civic,2020,2018,Automatic,Saloon,Octane,1500,62580,3800000
Mazda Axela 2009,Mazda,Axela,2012,2009,Automatic,Estate,Octane,1500,68452,1200600
Toyota Succeed . 2004,Toyota,Succeed,2008,2004,Automatic,Estate,"CNG, Octane",1500,155000,680000
Toyota Premio F 2016,Toyota,Premio,2020,2016,Automatic,Saloon,"CNG, Octane",1500,38000,3054000
Toyota Hilux 1992,Toyota,Hilux,1995,1992,Manual,Truck,Petrol,2200,202342,359600
Suzuki Swift Trim 2011,Suzuki,Swift,2014,2011,Manual,Saloon,Octane,1300,50000,765600
Nissan Sunny White 2005,Nissan,Sunny,2005,2005,Automatic,Saloon,"Petrol, LPG",1300,86000,465000
Toyota Vitz 2009,Toyota,Vitz,2011,2009,Automatic,Hatchback,Octane,1000,73000,810840
Toyota Fielder 2016,Toyota,Fielder,2019,2016,Automatic,Estate,"Hybrid, Octane",1500,34560,1879200
Toyota Premio G Superior 2012,Toyota,Premio,2014,2012,Automatic,Saloon,"Petrol, CNG, Octane",1500,27000,2378000
Toyota C-HR 2018,Toyota,C-HR,2021,2018,Automatic,SUV / 4x4,"Hybrid, Octane",1800,65894,3944000
Toyota Starlet good 1992,Toyota,Starlet,1995,1992,Automatic,Hatchback,CNG,1300,150000,382800
Toyota Axio Fielder 2010,Toyota,Axio,2013,2010,Automatic,Saloon,"CNG, Octane",1500,88000,1392000
Toyota Fielder 2004,Toyota,Fielder,2006,2004,Automatic,Estate,"CNG, Octane",150,63000,1148400
Toyota Fielder -X 2004,Toyota,Fielder,2008,2004,Automatic,Estate,"CNG, Octane",1500,75050,1107800
Toyota Premio F 2016,Toyota,Premio,2022,2016,Automatic,Saloon,Octane,1500,45000,3044000
Toyota RAV4 black 2005,Toyota,RAV4,2011,2005,Automatic,SUV / 4x4,Octane,2000,89000,1550000
Toyota Corolla 1999,Toyota,Corolla,2004,1999,Automatic,Saloon,"CNG, Octane",1500,96000,655400
Toyota Allion A-15 G Limited 2012,Toyota,Allion,2017,2012,Automatic,Saloon,Octane,1500,38000,2430000
Honda S660 Turbo 2015,Honda,S660,2018,2015,Automatic,Convertible,Octane,660,10900,2146000
Toyota Vitz Key Start 2010,Toyota,Vitz,2013,2010,Automatic,Hatchback,Octane,1000,60000,980200
Nissan X-Trail 2016,Nissan,X-Trail,2019,2016,Automatic,Estate,Octane,2000,42000,5220000
Toyota Allion G 2016,Toyota,Allion,2018,2016,Automatic,Saloon,Octane,1500,14568,3066800
Honda Vezel COLOR GREEN 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,47582,1950000
Toyota Hilux Surf 2005,Toyota,Hilux,2008,2005,Automatic,SUV / 4x4,Octane,1500,75000,2800000
Audi Q5 Quottro 2011,Audi,Q5,2010,2010,Automatic,SUV / 4x4,"Petrol, Octane",2000,120000,6376000
Suzuki Alto Ex 2011,Suzuki,Alto,2014,2011,Automatic,Hatchback,Octane,660,23500,684400
Toyota Premio F 2008,Toyota,Premio,2012,2008,Automatic,Saloon,Octane,1500,82000,1990000
Toyota Fielder X Limited 2006,Toyota,Fielder,2011,2006,Automatic,Estate,"CNG, Octane",1500,75400,1183200
Toyota Hiace 2010,Toyota,Hiace,2011,2010,Automatic,MPV,"Petrol, CNG, Octane",2000,98500,2180800
Toyota Premio F-EX 2013,Toyota,Premio,2018,2013,Automatic,Saloon,"CNG, Octane",1500,43200,2494000
Toyota Noah Esquire 2014,Toyota,Noah,2019,2014,Automatic,MPV,"Hybrid, Octane",1800,53535,2952200
Toyota Aqua S Style Black Hybrid 2018,Toyota,Aqua,2023,2018,Automatic,Hatchback,Hybrid,1500,33215,1870000
Toyota Corolla 100 LX LIMITED 1992,Toyota,Corolla,1994,1992,Automatic,Saloon,"Petrol, CNG",1331,160000,382800
Toyota Prado pal colour 2015,Toyota,Prado,2021,2015,Automatic,SUV / 4x4,Octane,2700,47000,9500000
Toyota Starlet good 1992,Toyota,Starlet,1995,1992,Automatic,Hatchback,CNG,1300,150000,382800
Toyota Noah X 2016,Toyota,Noah,2018,2016,Automatic,MPV,Petrol,2000,68000,3654000
Toyota Prado 2012,Toyota,Prado,2013,2012,Automatic,SUV / 4x4,"CNG, Octane",2700,87000,7567000
Toyota Probox 2012,Toyota,Probox,2014,2012,Automatic,Estate,"Petrol, CNG, Octane",1500,63000,986000
Toyota Premio G Superior 2011,Toyota,Premio,2014,2011,Automatic,Saloon,"CNG, Octane",1500,55000,2070600
BMW model 2003,BMW,525I,2003,2003,Automatic,Saloon,Octane,2494,54786,2500000
Land Rover Discovery 2017,Land Rover,Discovery,2017,2017,Automatic,Convertible,"Petrol, Octane",2000,12000,8700000
Nissan Dualis 2007,Nissan,Dualis,2009,2007,Automatic,SUV / 4x4,Octane,2000,67583,1600800
Toyota Premio F 2016,Toyota,Premio,2021,2016,Automatic,Saloon,"CNG, Octane",1500,76000,3076000
Honda Vezel 2016,Honda,Vezel,2019,2016,Automatic,SUV / 4x4,"Hybrid, Octane",1500,34560,3074000
Nissan Sunny EX SALOON ALL AUTO 2011,Nissan,Sunny,2011,2011,Automatic,Saloon,"CNG, Octane",1300,56000,1180000
Mitsubishi l200 1998,Mitsubishi,l200,2001,1998,Manual,MPV,Diesel,2500,100000,672800
Suzuki Alto ZEN 2003,Suzuki,Alto,2005,2003,Manual,Hatchback,"CNG, Octane",1000,200,261000
Toyota Corolla X 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1500,55000,1185000
Toyota Corolla X 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,100000,1200000
Toyota Premio push start 2008,Toyota,Premio,2010,2008,Automatic,Saloon,"CNG, Octane",1500,89000,1850000
Toyota Premio G.Superior.Pkg. 2008,Toyota,Premio,2010,2008,Automatic,Saloon,"Petrol, CNG, Octane",1500,88000,1980000
Toyota Probox Dx 2010,Toyota,Probox,2013,2010,Automatic,Estate,"CNG, Octane",1500,71000,986000
Toyota Corsa special edition 1994,Toyota,Corsa,1997,1994,Automatic,Saloon,"Petrol, CNG, Octane",1500,70000,260000
Toyota Corolla . 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1500,100000,1150000
Toyota Harrier 2014,Toyota,Harrier,2018,2014,Automatic,SUV / 4x4,Octane,2000,55870,6264000
Toyota Hiace Super GL 2013,Toyota,Hiace,2014,2013,Automatic,MPV,"CNG, Octane",2000,68000,2378000
BMW 3 Series 320i 2005,BMW,3 Series,2005,2005,Automatic,Saloon,Octane,2000,43000,1930000
Toyota Premio F 2016,Toyota,Premio,2022,2016,Automatic,Saloon,"CNG, Octane",1500,45000,3044000
Toyota Fielder 2014,Toyota,Fielder,2018,2014,Automatic,Estate,"Hybrid, Octane",1500,109000,2030000
Toyota Premio F EX 2018,Toyota,Premio,2022,2018,Automatic,Saloon,"Petrol, Octane",1500,40000,3910800
Toyota C-HR 2017,Toyota,C-HR,2021,2017,Automatic,SUV / 4x4,Hybrid,1800,30000,3654000
Toyota Corsa ax 1995,Toyota,Corsa,1998,1995,Automatic,Saloon,"CNG, Octane",1331,150000,371200
Toyota Allion G 2011,Toyota,Allion,2014,2011,Automatic,Saloon,"Petrol, CNG, Octane",1500,42100,2024200
Toyota Premio F Push Start 2007,Toyota,Premio,2008,2007,Automatic,Saloon,"CNG, Octane",1500,149000,1790000
Toyota Spacio fun cargo HID G 2004,Toyota,Spacio,2007,2004,Automatic,Hatchback,"CNG, Octane",1500,62300,774880
Toyota Hiace AMBULANCE 2015,Toyota,Hiace,2017,2015,Automatic,MPV,Petrol,1500,60000,1125200
Honda Vezel z 2014,Honda,Vezel,2015,2014,Automatic,Saloon,Octane,1500,35765,2447600
Toyota Esquire GI 2017,Toyota,Esquire,2018,2017,Automatic,MPV,Hybrid,1800,81000,3405200
Nissan X-Trail 2003,Nissan,X-Trail,2005,2003,Automatic,SUV / 4x4,"CNG, Octane",2500,100000,960000
Toyota Allion G PLUS 2017,Toyota,Allion,2019,2017,Automatic,Saloon,Octane,1500,22948,3238000
BMW 5 Series 2009,BMW,5 Series,2012,2009,Automatic,Saloon,Diesel,2000,38000,3190000
Toyota Esquire GI 2016,Toyota,Esquire,2017,2016,Automatic,MPV,Hybrid,1800,34300,3483000
Toyota Corolla G 2005,Toyota,Corolla,2008,2005,Automatic,Saloon,"CNG, Octane",1500,69000,1131000
Toyota Premio F(June) 2008,Toyota,Premio,2012,2008,Automatic,Saloon,"Octane, LPG",1500,99291,2150000
Toyota Carina TI 1998,Toyota,Carina,2003,1998,Automatic,Saloon,"CNG, Octane",1500,70000,754000
Toyota Prado TX 2014,Toyota,Prado,2018,2014,Automatic,SUV / 4x4,"Petrol, Octane",2700,43668,9520000
Honda Vezel Z Package 2014,Honda,Vezel,2018,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,61500,1950000
Toyota Prado GX Ltd. 2003,Toyota,Prado,2006,2003,Automatic,SUV / 4x4,Octane,2700,75201,3248000
Toyota Premio F EX 2015,Toyota,Premio,2017,2015,Automatic,Saloon,Octane,1500,42000,2726000
Honda Insight G 2012,Honda,Insight,2014,2012,Automatic,Saloon,Octane,1500,46000,1673880
Toyota Allion Original Colour 2010,Toyota,Allion,2016,2010,Automatic,Saloon,"CNG, Octane",1500,73000,2130000
Toyota Hiace GL Dual AC TRH 2018,Toyota,Hiace,2020,2018,Automatic,MPV,Diesel,2000,66000,2750000
Honda Civic blue color 2004,Honda,Civic,2009,2004,Automatic,Saloon,"Octane, LPG",1500,89000,880000
Toyota Premio Ex Brand 2019,Toyota,Premio,2021,2019,Automatic,Saloon,Octane,1500,22000,4173200
Toyota Noah X-Non Hybrid 2018,Toyota,Noah,2023,2018,Automatic,MPV,"Petrol, Octane",2000,41354,3500000
Toyota Prado Sunroof 2006,Toyota,Prado,2009,2006,Automatic,SUV / 4x4,Octane,2700,47200,4150000
Tata Indigo Ecs 2013,Tata,Indigo Ecs,2016,2013,Manual,Saloon,Diesel,1500,79523,522000
Toyota Axio X 2007,Toyota,Axio,2012,2007,Automatic,Saloon,"CNG, Octane",1500,75000,1235400
Toyota Hiace Super GL Pkg Black 2019,Toyota,Hiace,2023,2019,Automatic,MPV,"Petrol, Octane",2000,31456,3800000
Toyota TownAce Ambulance 2012,Toyota,TownAce,2018,2012,Automatic,MPV,"Petrol, Octane",1500,215000,870000
Toyota Rush G 2009,Toyota,Rush,2011,2009,Automatic,SUV / 4x4,Octane,1500,47521,1461600
Toyota Probox 2004,Toyota,Probox,2005,2004,Automatic,Estate,"CNG, Octane",1500,80000,759800
Honda CR-V Sunroof 2002,Honda,CR-V,2005,2002,Automatic,Hatchback,"CNG, Octane",2000,82000,1073000
Toyota Aqua G Package 2013,Toyota,Aqua,2019,2013,Automatic,Hatchback,Hybrid,1500,89000,1370000
Toyota Allion G 2006,Toyota,Allion,2009,2006,Automatic,Saloon,"CNG, Octane",1500,85250,1375000
Honda CR-V 1998,Honda,CR-V,2001,1998,Automatic,MPV,Octane,2000,78671,962800
Nissan X-Trail 7 Seater Sunroof 2020,Nissan,X-Trail,2021,2020,Automatic,SUV / 4x4,Octane,2000,37000,5600000
Toyota Prado 2012,Toyota,Prado,2015,2012,Automatic,SUV / 4x4,Octane,2700,56000,7760000
Toyota Harrier 2014,Toyota,Harrier,2016,2014,Automatic,SUV / 4x4,Octane,2000,14324,5626000
Toyota Starlet 1995,Toyota,Starlet,1997,1995,Automatic,Hatchback,"CNG, Octane",1500,96000,324800
Toyota Premio FL 2017,Toyota,Premio,2023,2017,Automatic,Saloon,Octane,1500,24000,3596000
Toyota Starlet Soleil 1992,Toyota,Starlet,1995,1994,Automatic,Hatchback,"Petrol, CNG",1300,135773,406000
Toyota Axio PERSONAL USE 2010,Toyota,Axio,2016,2010,Manual,Saloon,"CNG, Octane",1500,120000,1390000
Toyota Rush 2015,Toyota,Rush,2019,2015,Automatic,SUV / 4x4,"CNG, Octane",1500,67000,1328200
Honda Grace 2016,Honda,Grace,2019,2016,Automatic,Saloon,"Hybrid, Octane",1500,27000,2784000
Toyota Axio x Hybrid 2018,Toyota,Axio,2020,2018,Automatic,Saloon,Octane,1500,117561,2350000
Toyota Corolla G 2006,Toyota,Corolla,2009,2006,Automatic,Saloon,"CNG, Octane",1500,70000,1421000
Toyota Mark II 2004,Toyota,Mark II,2007,2004,Automatic,Saloon,Octane,2000,90000,1490600
Toyota Fielder G 2016,Toyota,Fielder,2017,2016,Automatic,Estate,Hybrid,1500,58000,2528800
Toyota TownAce Navan 1995,Toyota,TownAce,1996,1995,Manual,MPV,"CNG, Octane",1500,90000,371200
Toyota Premio G 2015,Toyota,Premio,2018,2015,Automatic,Saloon,Octane,1500,52000,2782840
Toyota Axio 2013,Toyota,Axio,2016,2013,Automatic,Saloon,"Hybrid, Octane",1500,36000,1716800
Toyota Premio F 2005,Toyota,Premio,2008,2005,Automatic,Saloon,Octane,1500,75000,1491000
Toyota Corolla 1990,Toyota,Corolla,2000,1995,Manual,Saloon,"CNG, Octane",1500,134000,313200
Toyota Sienta 7 SEAT 2004,Toyota,Sienta,2008,2004,Automatic,MPV,"CNG, Octane",1500,73000,916400
Toyota Hiace 1999,Toyota,Hiace,2001,1999,Manual,MPV,Diesel,2700,8100,429200
BMW 5 Series 2009,BMW,5 Series,2012,2009,Automatic,Saloon,Diesel,2000,38000,3190000
Toyota Axio X 2016,Toyota,Axio,2021,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,35000,2163400
Toyota Noah SI 2Door Power 2012,Toyota,Noah,2017,2012,Automatic,MPV,Octane,2000,67000,2635000
Toyota Axio G 2010,Toyota,Axio,2015,2010,Automatic,Saloon,"CNG, Octane",1500,87428,1415200
Toyota Noah lucida dual ac g 1997,Toyota,Noah,1999,1997,Automatic,MPV,"CNG, Octane",2000,79800,620600
Toyota C-HR 2017,Toyota,C-HR,2018,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,20005,3572805.8
Toyota Premio F EX 2019,Toyota,Premio,2021,2019,Automatic,Saloon,Octane,1500,18452,4003600
Toyota Aqua 2010,Toyota,Aqua,2011,2010,Automatic,Hatchback,Hybrid,1500,48650,1334000
Toyota Allion G 2018,Toyota,Allion,2020,2018,Automatic,Saloon,Octane,1500,32200,3654000
Honda Grace 2017,Honda,Grace,2019,2017,Automatic,Saloon,Hybrid,1500,30662,2378000
Toyota Allion A15 G+ 2010,Toyota,Allion,2012,2010,Automatic,Saloon,Octane,1500,52202,2001000
Toyota Hilux Surf 2001,Toyota,Hilux,2005,2001,Automatic,SUV / 4x4,"Petrol, CNG, Octane",2700,89260,1740000
Toyota Starlet 1994,Toyota,Starlet,1997,1994,Manual,Hatchback,Octane,1300,179724,348000
Toyota Aqua G Package 2013,Toyota,Aqua,2019,2013,Automatic,Hatchback,Hybrid,1500,89000,1370000
Toyota Hiace GL 2016,Toyota,Hiace,2018,2016,Automatic,MPV,"Petrol, Octane",2000,31457,3364000
Toyota Fielder 2004,Toyota,Fielder,2008,2004,Automatic,Estate,"CNG, Octane",1500,65000,1218000
Toyota Premio F 2006,Toyota,Premio,2008,2006,Automatic,Saloon,Octane,1500,89000,1525000
